Wall time,Step,Value
1575272174.019895,1,0.40516525506973267
1575272190.79757,2,1.1130447387695312
1575272207.550489,3,0.429864764213562
1575272224.006338,4,0.5017534494400024
1575272240.491595,5,0.42701372504234314
1575272258.429874,6,1.7123684883117676
1575272275.76056,7,1.5165575742721558
1575272291.445655,8,0.4261417090892792
1575272306.853143,9,0.31737202405929565
1575272322.93811,10,0.7031378149986267
1575272339.467299,11,0.6445380449295044
1575272356.057614,12,0.5924067497253418
1575272373.154577,13,1.1374423503875732
1575272389.0603,14,0.3684104084968567
1575272405.157398,15,0.42832571268081665
1575272421.703844,16,0.41070595383644104
1575272438.653148,17,0.9663077592849731
1575272454.815442,18,0.7268880605697632
1575272471.48395,19,0.5852947235107422
1575272489.183698,20,1.2887766361236572
1575272507.274328,21,2.35490083694458
1575272523.484064,22,0.47460299730300903
1575272539.336605,23,0.7081276178359985
1575272556.169305,24,0.8032876253128052
1575272572.256468,25,0.5809262990951538
1575272587.945953,26,0.6777949929237366
1575272604.144327,27,0.6143184900283813
1575272619.904389,28,0.20033708214759827
1575272635.661059,29,0.7573388814926147
1575272652.2172,30,0.4028821289539337
1575272668.148961,31,0.3453725576400757
1575272683.601154,32,0.4460470974445343
1575272699.534093,33,0.6850818395614624
1575272715.710845,34,0.4699151813983917
1575272731.662269,35,0.4332100749015808
1575272747.682284,36,0.5823001861572266
1575272763.839854,37,0.399809330701828
1575272779.551557,38,0.4052392840385437
1575272796.097158,39,0.5953279733657837
1575272811.497483,40,0.4086671471595764
1575272828.218708,41,0.6220448017120361
1575272844.13182,42,0.7469516396522522
1575272861.12761,43,1.2459807395935059
1575272876.84906,44,0.6511462926864624
1575272893.09134,45,0.5302473306655884
1575272909.994736,46,1.1829267740249634
1575272925.653266,47,0.536849856376648
1575272942.327526,48,0.6562244296073914
1575272957.537033,49,0.15543979406356812
1575272973.265676,50,0.329942524433136
1575272989.597579,51,0.26982173323631287
1575273005.341494,52,0.3799176514148712
1575273021.314174,53,0.38583919405937195
