Wall time,Step,Value
1575220336.744633,1,0.1073654368519783
1575220446.727251,2,0.10390935093164444
1575220577.840236,3,0.11665722727775574
1575220696.516418,4,0.10770538449287415
1575220821.974404,5,0.11269121617078781
1575220956.376514,6,0.11773370951414108
1575221108.373541,7,0.11626062542200089
1575221240.198972,8,0.1155807375907898
1575221377.960829,9,0.11580736190080643
1575221515.046648,10,0.11739376932382584
1575221649.382871,11,0.11212464421987534
1575221771.084891,12,0.11172804236412048
1575221911.224785,13,0.11762039363384247
1575222027.899274,14,0.1065722405910492
1575222163.807515,15,0.11705382168292999
1575222291.260169,16,0.11365438997745514
1575222418.006564,17,0.11161473393440247
1575222539.445279,18,0.10759206861257553
1575222670.244038,19,0.114107646048069
1575222792.28726,20,0.10611897706985474
1575222919.330761,21,0.11297450214624405
1575223041.900161,22,0.11297450214624405
1575223183.693135,23,0.11699716746807098
1575223303.107883,24,0.1065722405910492
1575223430.777523,25,0.11104816198348999
1575223555.188121,26,0.1126345619559288
1575223682.852417,27,0.11331444978713989
1575223803.354645,28,0.108158640563488
1575223925.007133,29,0.10934843868017197
1575224033.441797,30,0.09892351180315018
1575224162.001337,31,0.11121813207864761
1575224290.347308,32,0.11694051325321198
1575224417.85854,33,0.11422096192836761
1575224549.940822,34,0.11660056561231613
1575224694.470887,35,0.12033994495868683
1575224818.409081,36,0.11507081985473633
1575224940.869033,37,0.10855524241924286
1575225087.569519,38,0.12135977298021317
1575225213.462684,39,0.11167138814926147
1575225332.813847,40,0.11014164239168167
1575225457.258822,41,0.10951841622591019
1575225593.701283,42,0.11716713756322861
1575225718.023641,43,0.10832861065864563
1575225837.272827,44,0.11082153022289276
1575225965.880968,45,0.11099150031805038
1575226091.07867,46,0.11042492836713791
1575226212.570502,47,0.10934843868017197
1575226340.561059,48,0.11439093202352524
1575226470.321695,49,0.11620396375656128
1575226601.916094,50,0.11450424790382385
1575226726.063439,51,0.11246459186077118
1575226859.428869,52,0.11359773576259613
1575226978.791386,53,0.10555240511894226
1575227117.0433,54,0.1186402291059494
1575227251.405161,55,0.1171104833483696
1575227383.172798,56,0.11546742171049118
1575227515.935886,57,0.11745042353868484
1575227638.455679,58,0.11008498817682266
1575227756.664172,59,0.10651557892560959
1575227888.069618,60,0.11920680105686188
1575228017.40443,61,0.11456090956926346
1575228145.283742,62,0.11654391139745712
1575228280.036659,63,0.11824362725019455
1575228414.011115,64,0.12062323093414307
1575228540.624312,65,0.11371105164289474
1575228665.775407,66,0.11580736190080643
1575228783.709801,67,0.10611897706985474
1575228903.036808,68,0.10679886490106583
1575229022.311108,69,0.11076487600803375
1575229157.483009,70,0.11762039363384247
1575229286.140737,71,0.11439093202352524
1575229420.846983,72,0.11756373941898346
1575229556.307939,73,0.11994334310293198
1575229680.941676,74,0.1156373918056488
1575229807.644933,75,0.11597733944654465
1575229931.71905,76,0.11671388149261475
1575230056.346621,77,0.11348441988229752
1575230166.774625,78,0.10651557892560959
1575230299.046689,79,0.11586402356624603
1575230423.775386,80,0.11325778812170029
1575230544.971406,81,0.108101986348629
1575230678.631724,82,0.11796034127473831
1575230800.745337,83,0.10696883499622345
1575230927.57498,84,0.1149008497595787
1575231048.680084,85,0.10560906678438187
1575231169.624613,86,0.1133711040019989
1575231296.390897,87,0.11835694313049316
1575231411.757916,88,0.10872521251440048
1575231528.075526,89,0.10220963507890701
1575231646.06259,90,0.10691218078136444
1575231763.232015,91,0.105155810713768
1575231887.908325,92,0.11206799000501633
1575232027.406286,93,0.11665722727775574
1575232155.215115,94,0.11728045344352722
1575232276.887931,95,0.10878186672925949
1575232402.08618,96,0.10878186672925949
1575232524.023302,97,0.11093484610319138
1575232650.175377,98,0.11529745161533356
1575232779.121119,99,0.11405099183320999
1575232902.65403,100,0.10872521251440048
1575233026.844065,101,0.11138810217380524
1575233159.707284,102,0.12067988514900208
1575233288.333341,103,0.11501416563987732
1575233411.817318,104,0.11433427780866623
1575233538.380762,105,0.11388102173805237
1575233653.642549,106,0.10997167229652405
1575233786.521731,107,0.11977337300777435
1575233917.016624,108,0.11388102173805237
1575234043.93214,109,0.10980170220136642
1575234177.6538,110,0.11909348517656326
1575234312.357465,111,0.12022662907838821
1575234426.266334,112,0.10776203870773315
1575234558.566447,113,0.11643059551715851
1575234674.971294,114,0.10742209851741791
1575234809.785513,115,0.1171104833483696
1575234930.558773,116,0.11218130588531494
1575235056.273024,117,0.10764872282743454
1575235176.698523,118,0.10475920885801315
1575235311.764113,119,0.11365438997745514
1575235441.591541,120,0.11382436007261276
1575235591.229594,121,0.12294617295265198
1575235715.418424,122,0.11059489846229553
1575235849.422119,123,0.11048159003257751
1575235977.924128,124,0.10946175456047058
1575236104.767702,125,0.10594900697469711
1575236235.078033,126,0.10923513025045395
1575236370.299021,127,0.1185835674405098
1575236508.590446,128,0.12056656926870346
1575236645.747172,129,0.11195467412471771
1575236773.948461,130,0.11286118626594543
1575236915.267261,131,0.11852691322565079
