Wall time,Step,Value
1575313761.722727,1,1.7532429695129395
1575313762.060596,2,0.27979183197021484
1575313768.985901,3,5.195937156677246
1575313769.256499,4,0.20255029201507568
1575313769.327216,5,0.007016539573669434
1575313772.921641,6,3.0179195404052734
1575313774.998185,7,1.6688636541366577
1575313782.159,8,6.365499496459961
1575313797.117504,9,13.869697570800781
1575313801.400322,10,3.9633960723876953
1575313805.139564,11,3.133012294769287
1575313808.804762,12,3.336263656616211
1575313810.100025,13,1.1036276817321777
1575313810.969309,14,0.8042314052581787
1575313819.469771,15,7.312204837799072
1575313820.646733,16,1.04937744140625
1575313822.604386,17,1.5232794284820557
1575313824.981654,18,2.069326877593994
1575313826.741513,19,1.6046658754348755
1575313827.804091,20,0.9030849933624268
1575313833.323688,21,5.026097774505615
1575313837.863022,22,3.6620473861694336
1575313841.497818,23,2.6021504402160645
1575313846.711818,24,4.344040870666504
1575313849.816139,25,2.7770729064941406
1575313852.970204,26,3.0593132972717285
1575313857.310875,27,3.6152687072753906
1575313858.008319,28,0.6186541318893433
1575313871.043572,29,12.39838695526123
1575313871.289024,30,0.1601477861404419
1575313876.046239,31,4.096760272979736
1575313878.559167,32,1.6929017305374146
1575313878.718182,33,0.07462847232818604
1575313888.336793,34,8.27112102508545
1575313891.326939,35,2.719236373901367
1575313893.001415,36,1.105022668838501
1575313893.128131,37,0.03552091121673584
1575313895.665227,38,2.423576593399048
1575313900.357012,39,4.500619888305664
1575313904.338305,40,3.7594730854034424
1575313905.054744,41,0.6513979434967041
1575313906.297912,42,0.7932678461074829
1575313909.429723,43,2.698446035385132
1575313926.123175,44,15.086164474487305
1575313926.626586,45,0.3680151700973511
1575313994.70239,46,44.220069885253906
1575314004.137142,47,6.723483085632324
1575314008.193999,48,3.2949161529541016
1575314008.81172,49,0.5554364919662476
1575314012.613838,50,3.189979076385498
1575314013.883519,51,0.9403691291809082
1575314017.429704,52,1.9284131526947021
1575314021.545333,53,2.612961769104004
1575314021.794786,54,0.17859375476837158
1575314022.765288,55,0.7942479848861694
1575314032.25642,56,6.917393684387207
1575314037.779549,57,3.4273085594177246
1575314039.41401,58,1.5097507238388062
1575314045.157198,59,4.920973777770996
1575314045.302204,60,0.06370222568511963
1575314046.767755,61,1.0152971744537354
1575314049.611372,62,1.9579702615737915
1575314135.231973,63,64.8116683959961
1575314135.594529,64,0.23485946655273438
1575314136.263632,65,0.5253523588180542
1575314139.87472,66,3.2248520851135254
1575314152.051539,67,9.594051361083984
1575314152.636714,68,0.4566338062286377
1575314152.968945,69,0.2147674560546875
1575314156.070216,70,2.911742925643921
1575314158.091127,71,1.7387428283691406
1575314160.364891,72,2.1984455585479736
1575314160.905845,73,0.4414658546447754
1575314170.203377,74,6.542071342468262
1575314210.207892,75,29.32245635986328
1575314210.505585,76,0.2126392126083374
1575314212.069129,77,1.4489575624465942
1575314214.264366,78,1.4874191284179688
1575314218.291392,79,3.405099391937256
1575314218.482748,80,0.0532153844833374
1575314222.656947,81,3.9376163482666016
1575314223.207635,82,0.3269526958465576
1575314244.5536,83,19.603870391845703
1575314255.840649,84,10.506999969482422
1575314260.620845,85,3.7158899307250977
1575314277.889612,86,15.699074745178223
1575314280.14062,87,1.7815828323364258
1575314280.404866,88,0.1548823118209839
1575314318.031019,89,35.55340576171875
1575314319.056021,90,0.881915807723999
1575314322.965353,91,3.6810965538024902
1575314326.192392,92,2.871379852294922
1575314326.847035,93,0.5042685270309448
1575314330.856788,94,3.7595956325531006
1575314337.643228,95,5.198245048522949
1575314340.074889,96,1.5230331420898438
1575314341.808445,97,1.6122437715530396
1575314344.436624,98,2.5615363121032715
1575314362.930628,99,14.56396484375
1575314363.112547,100,0.08836448192596436
1575314374.491213,101,9.918245315551758
