Wall time,Step,Value
1575331437.241052,1,0.30029669404029846
1575331440.918112,2,0.042374640703201294
1575331446.434145,3,0.9277029037475586
1575331450.130017,4,0.06090131402015686
1575331453.994189,5,0.002000361680984497
1575331458.49989,6,0.5153108835220337
1575331462.800387,7,0.3351939022541046
1575331468.611946,8,1.6176460981369019
1575331477.352583,9,2.3653292655944824
1575331482.025352,10,0.5844629406929016
1575331487.410735,11,0.6781405806541443
1575331492.912461,12,0.6993037462234497
1575331497.097409,13,0.20573556423187256
1575331501.25472,14,0.16205772757530212
1575331507.764716,15,1.8096933364868164
1575331511.769658,16,0.20779186487197876
1575331516.16357,17,0.5353492498397827
1575331520.279789,18,0.3031153976917267
1575331524.466141,19,0.3010760247707367
1575331528.689696,20,0.23850789666175842
1575331533.843133,21,0.8032130002975464
1575331538.779639,22,0.6554319858551025
1575331544.243017,23,0.5983221530914307
1575331550.165119,24,1.2697479724884033
1575331554.589708,25,0.6819837093353271
1575331558.642078,26,0.5143941044807434
1575331563.333214,27,0.6570481061935425
1575331567.258589,28,0.10669314861297607
1575331575.292414,29,1.8037331104278564
1575331578.979805,30,0.05887266993522644
1575331583.560091,31,0.8278518319129944
1575331590.679122,32,0.42024025321006775
1575331594.259693,33,0.010835736989974976
1575331600.457805,34,1.2536147832870483
1575331604.600762,35,0.34741637110710144
1575331609.019355,36,0.23930984735488892
1575331612.996006,37,0.008348196744918823
1575331617.106314,38,0.23389920592308044
1575331621.92775,39,0.6562827825546265
1575331626.455648,40,0.6211577653884888
1575331630.581436,41,0.13555938005447388
1575331634.316827,42,0.1602659821510315
1575331638.318346,43,0.3566102087497711
1575331644.48071,44,1.493247389793396
1575331648.207059,45,0.06532290577888489
1575331663.043713,46,5.066180229187012
1575331669.288966,47,1.276456594467163
1575331675.15294,48,0.7311146259307861
1575331679.176399,49,0.09054437279701233
1575331683.485151,50,0.4082376956939697
1575331687.756999,51,0.16169235110282898
1575331691.921437,52,0.3123413622379303
1575331697.627308,53,0.5977080464363098
1575331701.293253,54,0.045315325260162354
1575331705.192852,55,0.14206209778785706
1575331714.06902,56,1.4722754955291748
1575331719.578477,57,0.7317058444023132
1575331724.084116,58,0.45296910405158997
1575331729.302628,59,1.0326741933822632
1575331733.44833,60,0.01281169056892395
1575331737.74745,61,0.2528301179409027
1575331742.334875,62,0.5162382125854492
1575331758.159326,63,6.39426326751709
1575331761.914597,64,0.052477866411209106
1575331765.921868,65,0.0962797999382019
1575331770.551009,66,0.38012340664863586
1575331776.849975,67,1.9561680555343628
1575331780.798621,68,0.11621740460395813
1575331784.620737,69,0.05323651432991028
1575331788.844876,70,0.446808785200119
1575331793.061411,71,0.2965874969959259
1575331797.251459,72,0.5124229788780212
1575331801.37378,73,0.11101129651069641
1575331806.868287,74,1.2233834266662598
1575331821.236937,75,6.050129413604736
1575331824.939893,76,0.0665048360824585
1575331829.242104,77,0.24149027466773987
1575331833.525532,78,0.3272087574005127
1575331837.40482,79,0.39115110039711
1575331840.912051,80,0.009000837802886963
1575331845.182775,81,0.41758885979652405
1575331848.89423,82,0.07831403613090515
1575331857.521526,83,2.166677951812744
1575331864.775482,84,2.61165189743042
1575331869.904847,85,0.7120838761329651
1575331879.542985,86,3.250014305114746
1575331883.688128,87,0.388704389333725
1575331887.259852,88,0.05567818880081177
1575331901.803097,89,4.066753387451172
1575331905.679334,90,0.11928269267082214
1575331910.447841,91,0.8691083192825317
1575331914.929526,92,0.4928816556930542
1575331918.878235,93,0.14732041954994202
1575331923.015154,94,0.510291337966919
1575331928.042058,95,1.038327932357788
1575331932.151175,96,0.39469045400619507
1575331936.574672,97,0.40006500482559204
1575331940.868901,98,0.42170703411102295
1575331947.30659,99,2.0871095657348633
1575331951.332532,100,0.029727637767791748
1575331957.974583,101,1.5150002241134644
1575331964.061524,102,1.4427273273468018
1575331968.815952,103,0.7945641279220581
1575331974.658873,104,1.2060540914535522
1575331978.395922,105,0.02935880422592163
1575331986.623773,106,3.697859764099121
1575331990.836913,107,0.5014708638191223
1575331994.956768,108,0.16126707196235657
1575331999.112499,109,0.354917973279953
1575332002.932458,110,0.27613815665245056
1575332007.912325,111,0.6576200127601624
1575332012.841611,112,0.8845454454421997
1575332017.82839,113,0.7760205268859863
1575332024.160193,114,1.363645315170288
1575332029.042199,115,0.4824495315551758
1575332034.926732,116,1.2036375999450684
1575332038.934221,117,0.41303977370262146
1575332043.974707,118,0.9309545755386353
1575332058.218656,119,4.426194190979004
1575332065.577751,120,1.997375726699829
1575332071.038266,121,1.0510528087615967
1575332074.856265,122,0.0911613404750824
1575332079.381599,123,0.38287678360939026
1575332083.173515,124,0.06680509448051453
1575332092.148361,125,2.282639503479004
1575332099.427799,126,1.3890712261199951
1575332103.623039,127,0.15490451455116272
1575332108.550915,128,0.3888820707798004
1575332112.824456,129,0.21915701031684875
1575332117.571096,130,0.6836864948272705
1575332125.293695,131,3.008985757827759
1575332131.068574,132,1.2860363721847534
1575332135.495224,133,0.2707538306713104
1575332139.673613,134,0.20700669288635254
1575332145.484321,135,1.7336958646774292
1575332150.181155,136,0.6120169162750244
1575332154.22534,137,0.13373398780822754
1575332159.992133,138,1.085045576095581
1575332163.798826,139,0.2162087857723236
1575332169.932027,140,0.9722716808319092
1575332174.366736,141,0.46149682998657227
1575332180.625458,142,0.9144599437713623
1575332184.993664,143,0.24598553776741028
1575332188.661049,144,0.04649633169174194
1575332193.642744,145,0.5987966060638428
1575332197.457996,146,0.17141354084014893
1575332201.398592,147,0.1332581341266632
1575332212.941155,148,5.606329441070557
1575332216.51416,149,0.053065717220306396
1575332220.669497,150,0.16191300749778748
1575332225.106411,151,0.4689064621925354
1575332229.46871,152,0.22975927591323853
1575332234.432296,153,0.5427855849266052
1575332238.623039,154,0.5639274716377258
1575332245.967264,155,1.3146774768829346
1575332249.889437,156,0.02336403727531433
1575332256.415862,157,1.3212628364562988
1575332261.735138,158,0.7669553756713867
1575332265.862415,159,0.26735976338386536
1575332270.66248,160,0.7000453472137451
1575332276.400208,161,0.939781665802002
1575332281.20154,162,0.6159220933914185
1575332286.574071,163,0.5285435914993286
1575332290.674577,164,0.3357055187225342
1575332300.578527,165,1.4673256874084473
1575332304.624747,166,0.47802841663360596
1575332308.391315,167,0.1575469970703125
1575332316.691201,168,2.7034239768981934
1575332321.493997,169,0.8261620402336121
1575332325.865611,170,0.6108345985412598
1575332329.642115,171,0.2671273350715637
1575332334.826937,172,1.0324500799179077
1575332338.497514,173,0.11552417278289795
1575332342.360443,174,0.134513258934021
1575332346.025464,175,0.17374461889266968
1575332350.668811,176,0.5027837157249451
1575332359.522255,177,2.6728463172912598
1575332363.68718,178,0.37693852186203003
1575332368.034986,179,0.27651315927505493
1575332375.409922,180,1.6840711832046509
1575332379.69226,181,0.159849613904953
1575332383.710053,182,0.2363710105419159
1575332388.664555,183,0.6882363557815552
1575332393.612882,184,0.44376876950263977
1575332398.3491,185,0.9668305516242981
1575332402.068913,186,0.036145538091659546
1575332406.421123,187,0.26063141226768494
1575332412.924485,188,0.9622710943222046
1575332421.247521,189,1.680899739265442
1575332426.320999,190,0.6043974161148071
1575332430.235234,191,0.33083608746528625
1575332434.414205,192,0.6235380172729492
1575332442.005321,193,1.5395910739898682
1575332446.036773,194,0.01775243878364563
1575332450.481682,195,0.5210064649581909
1575332454.566899,196,0.4961493909358978
1575332460.209628,197,1.0083208084106445
1575332465.107697,198,0.622978687286377
1575332469.297373,199,0.2525925636291504
1575332474.864389,200,1.048061490058899
1575332478.842868,201,0.25272440910339355
1575332482.293939,202,0.009677350521087646
1575332487.85578,203,1.2250869274139404
1575332492.891989,204,0.7126604318618774
1575332503.138117,205,2.7117717266082764
1575332506.962987,206,0.3289455771446228
1575332511.601654,207,0.5362305045127869
1575332516.402431,208,0.5764411687850952
1575332520.310819,209,0.22101491689682007
1575332524.78131,210,0.746042013168335
1575332528.754686,211,0.01496848464012146
1575332533.747191,212,0.9920276999473572
1575332538.055146,213,0.2440175712108612
1575332542.002911,214,0.08497801423072815
1575332545.954428,215,0.10253328084945679
1575332550.93958,216,0.36743468046188354
1575332554.926452,217,0.47618865966796875
1575332559.165204,218,0.2818141281604767
1575332562.858285,219,0.035584837198257446
1575332566.619999,220,0.05631682276725769
1575332570.513266,221,0.1747748851776123
1575332574.090875,222,0.0280379056930542
1575332588.275622,223,4.1309614181518555
1575332592.656114,224,0.5716709494590759
1575332597.142467,225,0.6084699630737305
1575332603.333431,226,1.5150457620620728
1575332607.849633,227,0.6810757517814636
1575332611.479031,228,0.06647831201553345
1575332617.630436,229,1.2663146257400513
1575332621.288734,230,0.07229533791542053
1575332626.502153,231,0.9058769941329956
1575332630.987836,232,0.5679723024368286
1575332634.987824,233,0.009803920984268188
1575332639.091383,234,0.40463292598724365
1575332644.256544,235,0.5545739531517029
1575332648.014516,236,0.050615668296813965
1575332653.1703,237,1.3761639595031738
1575332659.376287,238,1.9319759607315063
1575332663.537661,239,0.1933591663837433
1575332679.062881,240,4.61846923828125
1575332683.973992,241,0.8846354484558105
1575332688.611044,242,0.4912837743759155
1575332693.243052,243,0.7749914526939392
1575332699.413844,244,1.6914432048797607
1575332703.638506,245,0.4242580235004425
1575332707.428596,246,0.13039621710777283
1575332715.862182,247,1.7643513679504395
1575332719.611516,248,0.21521714329719543
1575332741.96264,249,14.578533172607422
1575332749.029824,250,2.609879970550537
1575332754.797696,251,1.1168112754821777
